a_o,mes,nacionalidad,codigo_iso_3166,femenino,masculino,total,latitud_longitud
2020,Enero,El Salvador,222,21,41,63,"(6.171601,-75.427454)"
2017,Mayo,Australia,36,1,2,3,"(0.25129,-76.875963)"
2014,Junio,Italia,380,8,16,24,"(7.818934,-72.453226)"
2013,Noviembre,China,156,1,0,1,"(11.360009,-72.129330)"
2018,Junio,Federación de Rusia,643,0,1,1,"(-4.223468,-69.945098)"
2022,Abril,Islandia,352,2,2,4,"(10.445761,-75.516429)"
2017,Marzo,El Salvador,222,0,2,2,"(7.088729,-70.740253)"
2016,Marzo,Venezuela,862,9,13,22,"(7.128456,-73.183637)"
2012,Octubre,República Dominicana,214,0,1,1,"(12.586067,-81.702563)"
2017,Febrero,Canadá,124,1,2,3,"(13.3387613,-81.372937)"
2019,Septiembre,Bulgaria,100,2,0,2,"(3.541112,-76.384584)"
2013,Septiembre,Chile,152,1,2,3,"(7.128456,-73.183637)"
2013,Noviembre,Dinamarca,208,5,10,15,"(6.171601,-75.427454)"
2022,Febrero,Paraguay,600,1,3,4,"(7.927209,-72.507910)"
2018,Marzo,Dominica,212,1,1,2,"(10.445761,-75.516429)"
2021,Junio,Bulgaria,100,0,4,4,"(6.171601,-75.427454)"
2016,Agosto,Alemania,276,2,4,6,"(0.25129,-76.875963)"
2022,Noviembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,4,12,16,"(-4.197703,-69.941278)"
2012,Diciembre,Finlandia,246,55,90,145,"(4.697144,-74.140516)"
2022,Septiembre,Argentina,32,5,11,16,"(4.815061,-75.736532)"
2016,Octubre,Estados Unidos de América,840,5,9,14,"(11.247723,-74.213989)"
2017,Junio,Panamá,591,1498,1625,3123,"(4.697144,-74.140516)"
2022,Diciembre,República de Irlanda,372,2,5,7,"(10.886611,-74.776708)"
2022,Junio,Polonia,616,4,1,5,"(0.814836,-77.662532)"
2016,Febrero,Pakistán,586,0,1,1,"(0.814836,-77.662532)"
2016,Febrero,Francia,250,1,1,2,"(10.971302,-74.765397)"
2019,Noviembre,Nicaragua,558,2,1,3,"(7.128456,-73.183637)"
2012,Octubre,Honduras,340,1,2,3,"(4.815061,-75.736532)"
2014,Octubre,Panamá,591,4,7,11,"(7.927209,-72.507910)"
2012,Marzo,Argentina,32,14,49,63,"(7.818934,-72.453226)"
2016,Enero,Filipinas,608,1,5,6,"(6.171601,-75.427454)"
2019,Febrero,Chipre,196,0,1,1,"(6.171601,-75.427454)"
2013,Diciembre,Noruega,578,0,2,2,"(10.971302,-74.765397)"
2021,Junio,Montenegro,499,1,0,1,"(4.697144,-74.140516)"
2019,Junio,Costa Rica,188,0,2,2,"(11.117806,-74.232622)"
2012,Agosto,Sudáfrica,710,0,5,5,"(8.635765,-77.346578)"
2018,Septiembre,Uruguay,858,3,8,11,"(7.818934,-72.453226)"
2018,Septiembre,Venezuela,862,11,16,27,"(7.128456,-73.183637)"
2017,Agosto,Trinidad y Tobago,780,6,15,21,"(6.171601,-75.427454)"
2019,Octubre,Panamá,591,7,8,15,"(7.102626,-77.762647)"
2012,Octubre,Suecia,752,115,229,344,"(4.697144,-74.140516)"
2015,Abril,Francia,250,1,2,3,"(8.635765,-77.346578)"
2019,Noviembre,Bulgaria,100,0,1,1,"(8.635765,-77.346578)"
2023,Junio,México,484,138,135,273,"(10.886611,-74.776708)"
2017,Septiembre,Malasia,458,1,1,2,"(3.541112,-76.384584)"
2014,Mayo,Suiza,756,5,19,24,"(3.541112,-76.384584)"
2016,Mayo,Ucrania,804,0,1,1,"(10.971302,-74.765397)"
2023,Junio,China,156,1,2,3,"(11.360009,-72.129330)"
2013,Julio,Suiza,756,3,5,8,"(10.886611,-74.776708)"
2019,Enero,Egipto,818,1,1,2,"(6.171601,-75.427454)"
2015,Enero,Alemania,276,9,10,19,"(11.360009,-72.129330)"
2021,Abril,Perú,604,1,5,6,"(-4.223468,-69.945098)"
2022,Marzo,Uganda,800,1,0,1,"(4.697144,-74.140516)"
2019,Febrero,México,484,3765,6950,10715,"(4.697144,-74.140516)"
2016,Agosto,Nicaragua,558,20,14,34,"(10.445761,-75.516429)"
2020,Febrero,Singapur,702,0,1,1,"(6.171601,-75.427454)"
2019,Junio,El Salvador,222,7,3,10,"(12.586067,-81.702563)"
2014,Diciembre,Perú,604,36,26,62,"(-4.197703,-69.941278)"
2014,Abril,Santa Sede/Ciudad del Vaticano,336,0,1,1,"(4.697144,-74.140516)"
2018,Agosto,Chile,152,550,366,916,"(10.445761,-75.516429)"
2019,Septiembre,Bermudas/Territorio Británico de Ultramar,60,0,1,1,"(3.541112,-76.384584)"
2017,Marzo,Grecia,300,0,1,1,"(0.25129,-76.875963)"
2023,Mayo,Filipinas,608,7,91,98,"(10.445761,-75.516429)"
2016,Diciembre,Grecia,300,1,5,6,"(10.445761,-75.516429)"
2017,Junio,Brasil,76,0,1,1,"(0.25129,-76.875963)"
2019,Marzo,Bahamas,44,5,6,11,"(6.171601,-75.427454)"
2018,Septiembre,Tailandia,764,0,2,2,"(10.445761,-75.516429)"
2015,Marzo,Finlandia,246,5,1,6,"(0.814836,-77.662532)"
2013,Julio,Venezuela,862,0,1,1,"(0.25129,-76.875963)"
2019,Marzo,Perú,604,8,34,42,"(10.886611,-74.776708)"
2023,Marzo,Luxemburgo,442,3,1,4,"(6.171601,-75.427454)"
2022,Abril,Ecuador,218,11,20,31,"(7.818934,-72.453226)"
2017,Noviembre,Federación de Rusia,643,3,1,4,"(0.814836,-77.662532)"
2014,Julio,Barbados,52,0,1,1,"(6.171601,-75.427454)"
2018,Abril,Guatemala,320,14,10,24,"(12.586067,-81.702563)"
2012,Agosto,Costa Rica,188,0,1,1,"(11.360009,-72.129330)"
2019,Junio,Jordania,400,3,6,9,"(4.697144,-74.140516)"
2016,Mayo,Guatemala,320,24,35,59,"(12.586067,-81.702563)"
2018,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,4,1,5,"(11.360009,-72.129330)"
2015,Julio,Federación de Rusia,643,0,2,2,"(4.815061,-75.736532)"
2022,Enero,Ecuador,218,1,1,2,"(8.36068,-72.409396)"
2020,Enero,Australia,36,0,2,2,"(11.360009,-72.129330)"
2018,Enero,Suiza,756,31,51,82,"(3.541112,-76.384584)"
2015,Mayo,Países Bajos,528,1,1,2,"(-4.197703,-69.941278)"
2012,Noviembre,Territorio Antártico Británico/Territorio Británico de Ultramar,260,0,4,4,"(4.697144,-74.140516)"
2013,Octubre,Argentina,32,0,3,3,"(0.25129,-76.875963)"
2014,Enero,Argentina,32,1,5,6,"(0.25129,-76.875963)"
2018,Febrero,Federación de Rusia,643,2,0,2,"(8.635765,-77.346578)"
2016,Septiembre,Perú,604,0,2,2,"(8.635765,-77.346578)"
2020,Marzo,Israel,376,69,169,238,"(4.697144,-74.140516)"
2018,Febrero,Brasil,76,145,119,264,"(-4.197703,-69.941278)"
2017,Julio,Marruecos,504,0,1,1,"(3.541112,-76.384584)"
2016,Junio,Kazajistán,398,21,11,32,"(4.697144,-74.140516)"
2014,Diciembre,Trinidad y Tobago,780,0,2,2,"(7.927209,-72.507910)"
2013,Julio,Tíbet/Región Autónoma de China,99999,2,1,3,"(4.697144,-74.140516)"
2017,Septiembre,Venezuela,862,6568,6624,13192,"(4.697144,-74.140516)"
2014,Marzo,Panamá,591,3,11,14,"(7.128456,-73.183637)"
2018,Abril,Taiwán,158,3,0,3,"(0.814836,-77.662532)"
2017,Febrero,República Dominicana,214,0,1,1,"(4.452882,-75.766298)"
2018,Marzo,Bélgica,56,1,1,2,"(-4.197703,-69.941278)"
2020,Febrero,Dinamarca,208,2,6,8,"(10.886611,-74.776708)"
2019,Diciembre,Guyana,328,3,4,7,"(3.541112,-76.384584)"
2015,Mayo,Islas Caimán/Territorio Británico de Ultramar,136,1,0,1,"(10.886611,-74.776708)"
2015,Abril,Ucrania,804,0,8,8,"(10.408582,-75.538003)"
2012,Diciembre,Costa Rica,188,40,55,95,"(3.541112,-76.384584)"
2014,Octubre,Egipto,818,1,4,5,"(10.445761,-75.516429)"
2017,Septiembre,Ecuador,218,64,64,128,"(10.408582,-75.538003)"
2016,Enero,Brasil,76,150,182,332,"(3.541112,-76.384584)"
2013,Julio,Ucrania,804,1,1,2,"(6.171601,-75.427454)"
2019,Febrero,Argentina,32,1,8,9,"(8.635765,-77.346578)"
2022,Octubre,San  Vicente y las Granadinas,670,1,4,5,"(4.697144,-74.140516)"
2017,Febrero,Indonesia,360,0,2,2,"(10.445761,-75.516429)"
2013,Agosto,Bélgica,56,126,266,392,"(4.697144,-74.140516)"
2014,Abril,Bangladesh,50,1,8,9,"(6.171601,-75.427454)"
2016,Mayo,Venezuela,862,189,204,393,"(7.927209,-72.507910)"
2013,Noviembre,Desconocido,99999,0,3,3,"(10.886611,-74.776708)"
2017,Julio,Italia,380,1,2,3,"(4.452882,-75.766298)"
2016,Marzo,Ghana,288,1,0,1,"(10.445761,-75.516429)"
2013,Agosto,República de Irlanda,372,2,1,3,"(3.541112,-76.384584)"
2015,Septiembre,Filipinas,608,2,50,52,"(10.408582,-75.538003)"
2021,Julio,Costa Rica,188,23,21,44,"(10.445761,-75.516429)"
2017,Septiembre,Polonia,616,8,16,24,"(10.445761,-75.516429)"
2016,Mayo,Canadá,124,2,6,8,"(-4.197703,-69.941278)"
2017,Enero,Eslovenia,705,0,2,2,"(6.171601,-75.427454)"
2022,Abril,Noruega,578,0,1,1,"(11.360009,-72.129330)"
2019,Febrero,Francia,250,4,7,11,"(0.25129,-76.875963)"
2012,Mayo,Panamá,591,37,87,124,"(10.886611,-74.776708)"
2017,Diciembre,Myanmar,104,2,0,2,"(6.171601,-75.427454)"
2015,Diciembre,Bolivia,68,49,40,89,"(10.445761,-75.516429)"
2022,Septiembre,Brasil,76,2,7,9,"(7.916725,-72.462544)"
2015,Mayo,Luxemburgo,442,4,8,12,"(4.697144,-74.140516)"
2019,Enero,India,356,15,3,18,"(0.814836,-77.662532)"
2013,Junio,Suecia,752,0,1,1,"(7.128456,-73.183637)"
2016,Julio,República Dominicana,214,26,32,58,"(3.541112,-76.384584)"
2015,Julio,Nueva Zelanda,554,8,6,14,"(10.408582,-75.538003)"
2015,Marzo,Portugal,620,9,11,20,"(10.445761,-75.516429)"
2021,Mayo,Costa Rica,188,166,236,402,"(4.697144,-74.140516)"
2013,Agosto,Japón,392,6,14,20,"(0.814836,-77.662532)"
2012,Octubre,Haití,332,0,1,1,"(10.886611,-74.776708)"
2018,Junio,Guatemala,320,12,16,28,"(10.886611,-74.776708)"
2017,Mayo,Australia,36,1,2,3,"(12.586067,-81.702563)"
2018,Julio,República de Irlanda,372,0,1,1,"(7.818934,-72.453226)"
2013,Febrero,Uruguay,858,5,12,17,"(0.814836,-77.662532)"
2020,Marzo,Israel,376,7,12,19,"(3.541112,-76.384584)"
2021,Agosto,Venezuela,862,269,258,527,"(10.886611,-74.776708)"
2016,Mayo,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1,4,5,"(7.818934,-72.453226)"
2017,Septiembre,Polonia,616,0,1,1,"(11.247723,-74.213989)"
2019,Marzo,Croacia,191,1,1,2,"(8.635765,-77.346578)"
2018,Noviembre,Italia,380,0,1,1,"(4.16909,-73.612469)"
2022,Julio,República Dominicana,214,1,3,4,"(7.818934,-72.453226)"
2013,Junio,Uruguay,858,13,17,30,"(3.541112,-76.384584)"
2012,Septiembre,Japón,392,1,1,2,"(12.586067,-81.702563)"
2023,Marzo,Venezuela,862,7061,6632,13697,"(4.697144,-74.140516)"
2014,Julio,Costa Rica,188,0,1,1,"(-4.197703,-69.941278)"
2016,Agosto,Suecia,752,10,22,32,"(10.445761,-75.516429)"
2015,Octubre,Honduras,340,0,2,2,"(10.971302,-74.765397)"
2022,Mayo,Suecia,752,2,3,5,"(0.814836,-77.662532)"
2022,Agosto,Líbano,422,0,2,2,"(12.586067,-81.702563)"
2021,Agosto,Federación de Rusia,643,187,161,348,"(4.697144,-74.140516)"
2022,Abril,Islas Caimán/Territorio Británico de Ultramar,136,2,2,4,"(4.697144,-74.140516)"
2016,Noviembre,República de Kosovo,901,0,1,1,"(12.586067,-81.702563)"
2017,Septiembre,Malasia,458,0,4,4,"(10.408582,-75.538003)"
2012,Enero,Perú,604,1672,2545,4217,"(4.697144,-74.140516)"
2017,Agosto,Chile,152,2,3,5,"(0.25129,-76.875963)"
2022,Mayo,Ecuador,218,304,375,679,"(6.171601,-75.427454)"
2013,Diciembre,Bolivia,68,24,17,41,"(12.586067,-81.702563)"
2020,Junio,Alemania,276,0,1,1,"(10.408582,-75.538003)"
2013,Noviembre,Italia,380,5,6,11,"(10.408582,-75.538003)"
2018,Mayo,Francia,250,12,10,22,"(7.818934,-72.453226)"
2013,Noviembre,México,484,2656,5610,8266,"(4.697144,-74.140516)"
2015,Marzo,Bolivia,68,16,13,29,"(0.814836,-77.662532)"
2019,Marzo,Guatemala,320,2,1,3,"(0.814836,-77.662532)"
2019,Enero,Jamaica,388,1,4,5,"(10.886611,-74.776708)"
2022,Diciembre,San Cristóbal y Nevis,659,1,5,6,"(4.697144,-74.140516)"
2019,Noviembre,Singapur,702,21,49,70,"(4.697144,-74.140516)"
2023,Mayo,Bolivia,68,540,601,1141,"(4.697144,-74.140516)"
2019,Abril,Egipto,818,0,1,1,"(6.171601,-75.427454)"
2020,Octubre,Alemania,276,79,187,266,"(4.697144,-74.140516)"
2018,Junio,Rumania,642,9,9,18,"(6.171601,-75.427454)"
2018,Febrero,Argentina,32,1551,1181,2732,"(10.445761,-75.516429)"
2015,Enero,Pakistán,586,0,7,7,"(6.171601,-75.427454)"
2021,Diciembre,Antigua y Barbuda,28,0,3,3,"(3.541112,-76.384584)"
2023,Marzo,Nueva Zelanda,554,3,3,6,"(0.814836,-77.662532)"
2012,Septiembre,Venezuela,862,2,0,2,"(6.228046,-77.404104)"
2020,Diciembre,Brasil,76,22,28,50,"(-4.197703,-69.941278)"
2016,Febrero,Marruecos,504,1,0,1,"(10.408582,-75.538003)"
2015,Diciembre,Brasil,76,2,0,2,"(7.927209,-72.507910)"
2018,Agosto,Grecia,300,1,4,5,"(3.541112,-76.384584)"
2012,Enero,México,484,55,95,150,"(10.445761,-75.516429)"
2016,Noviembre,Brasil,76,1,2,3,"(8.635765,-77.346578)"
2019,Octubre,Chile,152,10,13,23,"(10.886611,-74.776708)"
2020,Marzo,Omán,512,0,1,1,"(6.171601,-75.427454)"
2017,Octubre,Indonesia,360,0,1,1,"(6.171601,-75.427454)"
2015,Diciembre,España,724,7,6,13,"(-4.197703,-69.941278)"
2016,Abril,Eslovaquia,703,0,1,1,"(11.247723,-74.213989)"
2020,Febrero,Mozambique,508,0,2,2,"(4.697144,-74.140516)"
2020,Noviembre,Perú,604,4,12,16,"(10.886611,-74.776708)"
2015,Febrero,Líbano,422,0,1,1,"(6.171601,-75.427454)"
2023,Enero,Ecuador,218,29,23,52,"(12.586067,-81.702563)"
2021,Marzo,Italia,380,1,0,1,"(11.117806,-74.232622)"
2013,Abril,Georgia,268,1,0,1,"(10.445761,-75.516429)"
2017,Agosto,Ecuador,218,3864,4228,8092,"(0.814836,-77.662532)"
2018,Febrero,Estados Unidos de América,840,52,95,147,"(0.814836,-77.662532)"
2014,Febrero,Alemania,276,5,9,14,"(11.360009,-72.129330)"
2016,Diciembre,Francia,250,0,2,2,"(7.128456,-73.183637)"
2016,Febrero,Malasia,458,0,1,1,"(3.541112,-76.384584)"
2019,Septiembre,Eslovaquia,703,0,1,1,"(4.815061,-75.736532)"
2016,Noviembre,San  Vicente y las Granadinas,670,1,0,1,"(10.408582,-75.538003)"
2018,Octubre,Filipinas,608,0,2,2,"(0.814836,-77.662532)"
2018,Enero,Aruba,533,1,0,1,"(7.128456,-73.183637)"
2019,Noviembre,República de Irlanda,372,3,6,9,"(8.635765,-77.346578)"
2018,Abril,Belice,84,0,1,1,"(10.445761,-75.516429)"
2023,Abril,Países Bajos,528,2,4,6,"(8.364293,-72.405710)"
2012,Septiembre,Bahamas,44,0,1,1,"(10.445761,-75.516429)"
2012,Julio,Francia,250,12,12,24,"(-4.197703,-69.941278)"
2021,Junio,República Árabe Siria,760,0,3,3,"(4.697144,-74.140516)"
2023,Junio,Ecuador,218,972,921,1893,"(6.171601,-75.427454)"
2022,Septiembre,Georgia,268,1,0,1,"(10.445761,-75.516429)"
2015,Diciembre,Chile,152,55,69,124,"(10.445761,-75.516429)"
2019,Junio,Canadá,124,236,492,728,"(6.171601,-75.427454)"
2013,Septiembre,República de Irlanda,372,5,5,10,"(0.814836,-77.662532)"
2019,Mayo,Panamá,591,1,1,2,"(7.102626,-77.762647)"
2023,Abril,México,484,8,26,34,"(0.814836,-77.662532)"
2018,Febrero,España,724,2,3,5,"(0.25129,-76.875963)"
2020,Marzo,Jamaica,388,0,1,1,"(12.586067,-81.702563)"
2019,Marzo,República Dominicana,214,5,2,7,"(7.128456,-73.183637)"
2017,Octubre,El Salvador,222,32,33,65,"(10.445761,-75.516429)"
2014,Marzo,Tanzania,834,1,0,1,"(6.171601,-75.427454)"
2022,Julio,Perú,604,1,5,6,"(8.36068,-72.409396)"
2012,Enero,Estados Unidos de América,840,0,1,1,"(6.228046,-77.404104)"
2012,Julio,China,156,2,0,2,"(10.445761,-75.516429)"
2015,Octubre,Cuba,192,3,5,8,"(0.814836,-77.662532)"
2017,Diciembre,Venezuela,862,25,28,53,"(6.185799,-67.483929)"
2017,Abril,República de Corea,410,0,1,1,"(7.818934,-72.453226)"
2014,Julio,Indonesia,360,0,4,4,"(10.408582,-75.538003)"
2022,Octubre,Barbados,52,6,5,11,"(6.171601,-75.427454)"
2015,Febrero,Estados Unidos de América,840,0,1,1,"(1.813928,-78.763924)"
2016,Noviembre,Países Bajos,528,2,7,9,"(8.635765,-77.346578)"
2014,Febrero,San Cristóbal y Nevis,659,0,1,1,"(6.171601,-75.427454)"
2016,Marzo,Canadá,124,362,355,717,"(10.445761,-75.516429)"
2022,Mayo,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1,6,7,"(7.128456,-73.183637)"
2012,Mayo,Islas Vírgenes Británicas/Territorio Británico de Ultramar,92,0,1,1,"(4.697144,-74.140516)"
2023,Abril,Ecuador,218,22,25,47,"(8.364293,-72.405710)"
2013,Octubre,Francia,250,2,4,6,"(11.360009,-72.129330)"
2018,Abril,Italia,380,0,1,1,"(7.102626,-77.762647)"
2016,Noviembre,Zambia,894,1,3,4,"(4.697144,-74.140516)"
2015,Mayo,Panamá,591,104,187,291,"(10.445761,-75.516429)"
2014,Abril,Costa de Marfil,384,1,4,5,"(4.697144,-74.140516)"
2020,Enero,Malasia,458,0,1,1,"(0.814836,-77.662532)"
2022,Mayo,República de Irlanda,372,94,161,255,"(4.697144,-74.140516)"
2018,Enero,Alemania,276,19,15,34,"(-4.223468,-69.945098)"
2019,Marzo,Alemania,276,23,44,67,"(10.886611,-74.776708)"
2021,Abril,Malta,470,1,0,1,"(10.445761,-75.516429)"
2015,Julio,Nicaragua,558,40,78,118,"(4.697144,-74.140516)"
2015,Octubre,Ucrania,804,0,2,2,"(3.893038,-77.067921)"
2019,Abril,Lituania,440,0,2,2,"(3.541112,-76.384584)"
2012,Junio,Panamá,591,39,79,118,"(10.886611,-74.776708)"
2012,Agosto,Alemania,276,30,45,75,"(10.445761,-75.516429)"
2015,Julio,Micronesia,583,0,1,1,"(3.541112,-76.384584)"
2017,Mayo,Bosnia y Herzegovina,70,3,3,6,"(4.697144,-74.140516)"
2022,Octubre,Filipinas,608,13,8,21,"(6.171601,-75.427454)"
2021,Noviembre,Ucrania,804,0,6,6,"(10.971302,-74.765397)"
2017,Marzo,Nueva Zelanda,554,0,2,2,"(-4.223468,-69.945098)"
2012,Febrero,España,724,137,296,433,"(3.541112,-76.384584)"
2021,Mayo,Chipre,196,1,2,3,"(6.171601,-75.427454)"
2022,Agosto,Liechtenstein,438,0,4,4,"(4.697144,-74.140516)"
2013,Mayo,Suecia,752,0,1,1,"(7.128456,-73.183637)"
2019,Abril,Reino Unido de Gran Bretaña e Irlanda del Norte,826,0,3,3,"(11.117806,-74.232622)"
2015,Diciembre,Albania,8,0,1,1,"(3.541112,-76.384584)"
2023,Junio,Singapur,702,2,5,7,"(10.445761,-75.516429)"
2015,Agosto,Canadá,124,61,59,120,"(3.541112,-76.384584)"
2021,Diciembre,Irán,364,1,6,7,"(6.171601,-75.427454)"
2014,Abril,Cuba,192,28,65,93,"(3.541112,-76.384584)"
2016,Octubre,Malasia,458,1,1,2,"(10.445761,-75.516429)"
2018,Mayo,Lituania,440,16,15,31,"(4.697144,-74.140516)"
2021,Abril,Alemania,276,1,1,2,"(10.971302,-74.765397)"
2015,Octubre,Estados Unidos de América,840,24,27,51,"(12.586067,-81.702563)"
2019,Octubre,Tailandia,764,1,1,2,"(10.408582,-75.538003)"
2013,Marzo,Eslovaquia,703,2,0,2,"(13.3387613,-81.372937)"
2013,Febrero,Kenia,404,2,0,2,"(3.541112,-76.384584)"
2019,Diciembre,Belice,84,1,0,1,"(10.445761,-75.516429)"
2013,Marzo,Kazajistán,398,0,2,2,"(10.445761,-75.516429)"
2015,Noviembre,Países Bajos,528,0,1,1,"(7.927209,-72.507910)"
2019,Octubre,Ecuador,218,8,11,19,"(12.586067,-81.702563)"
2018,Enero,Canadá,124,1362,2136,3498,"(4.697144,-74.140516)"
2012,Septiembre,Filipinas,608,0,8,8,"(10.886611,-74.776708)"
2016,Agosto,Croacia,191,1,3,4,"(10.445761,-75.516429)"
2012,Agosto,Brasil,76,4,19,23,"(11.360009,-72.129330)"
2014,Enero,Senegal,686,1,0,1,"(4.697144,-74.140516)"
2017,Septiembre,Argentina,32,6,12,18,"(-4.197703,-69.941278)"
2014,Junio,Trinidad y Tobago,780,4,9,13,"(6.171601,-75.427454)"
2014,Agosto,Panamá,591,9,31,40,"(7.128456,-73.183637)"
2012,Octubre,República de Irlanda,372,10,9,19,"(0.814836,-77.662532)"
2013,Julio,Ecuador,218,6,119,125,"(1.813928,-78.763924)"
2022,Enero,Italia,380,0,2,2,"(11.247723,-74.213989)"
2015,Julio,República Democrática del Congo,180,0,2,2,"(7.818934,-72.453226)"
2012,Julio,Bahamas,44,2,1,3,"(6.171601,-75.427454)"
2017,Marzo,República Checa,203,39,54,93,"(10.445761,-75.516429)"
2015,Diciembre,Bolivia,68,49,42,91,"(3.541112,-76.384584)"
2014,Agosto,El Salvador,222,1,1,2,"(7.818934,-72.453226)"
2013,Mayo,Paraguay,600,8,15,23,"(6.171601,-75.427454)"
2018,Agosto,España,724,733,1044,1777,"(6.171601,-75.427454)"
2013,Junio,Bolivia,68,11,7,18,"(10.445761,-75.516429)"
2022,Septiembre,Albania,8,0,1,1,"(0.814836,-77.662532)"
2012,Abril,Países Bajos,528,381,708,1089,"(4.697144,-74.140516)"
2021,Septiembre,Letonia,428,1,1,2,"(10.886611,-74.776708)"
2012,Abril,Suiza,756,3,3,6,"(10.886611,-74.776708)"
2017,Noviembre,Estados Unidos de América,840,2,5,7,"(11.360009,-72.129330)"
2014,Julio,Estados Unidos de América,840,9,16,25,"(11.360009,-72.129330)"
2013,Marzo,Japón,392,6,26,32,"(6.171601,-75.427454)"
2013,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,15,50,65,"(6.171601,-75.427454)"
2016,Noviembre,El Salvador,222,0,2,2,"(7.088729,-70.740253)"
2016,Octubre,República de Irlanda,372,89,164,253,"(4.697144,-74.140516)"
2013,Agosto,Italia,380,10,21,31,"(0.814836,-77.662532)"
2023,Enero,Jordania,400,0,1,1,"(10.445761,-75.516429)"
2017,Junio,Finlandia,246,43,51,94,"(4.697144,-74.140516)"
2017,Mayo,México,484,0,2,2,"(11.247723,-74.213989)"
2019,Abril,Venezuela,862,1,0,1,"(4.452882,-75.766298)"
2022,Marzo,Líbano,422,1,2,3,"(10.445761,-75.516429)"
2012,Diciembre,Grecia,300,0,6,6,"(10.445761,-75.516429)"
2022,Junio,Federación de Rusia,643,0,20,20,"(3.893038,-77.067921)"
2023,Marzo,Italia,380,0,1,1,"(12.5744111,-81.703935)"
2016,Agosto,España,724,0,1,1,"(11.247723,-74.213989)"
2015,Enero,Camerún,120,2,0,2,"(4.697144,-74.140516)"
2014,Agosto,San  Vicente y las Granadinas,670,0,1,1,"(4.697144,-74.140516)"
2023,Mayo,Camerún,120,0,1,1,"(10.445761,-75.516429)"
2012,Noviembre,España,724,20,50,70,"(7.818934,-72.453226)"
2013,Abril,República Democrática del Congo,180,0,2,2,"(4.697144,-74.140516)"
2022,Septiembre,China,156,194,571,765,"(4.697144,-74.140516)"
2014,Marzo,Lituania,440,3,2,5,"(10.445761,-75.516429)"
2014,Mayo,Argentina,32,8,13,21,"(8.635765,-77.346578)"
2015,Agosto,Trinidad y Tobago,780,26,43,69,"(4.697144,-74.140516)"
2019,Octubre,México,484,1,4,5,"(4.452882,-75.766298)"
2017,Junio,Canadá,124,1,0,1,"(11.360009,-72.129330)"
2015,Enero,Turquía,792,0,1,1,"(7.818934,-72.453226)"
2015,Octubre,España,724,358,561,919,"(3.541112,-76.384584)"
2023,Junio,El Salvador,222,172,120,292,"(10.445761,-75.516429)"
2018,Marzo,Malawi,454,0,1,1,"(4.697144,-74.140516)"
2018,Diciembre,Países Bajos,528,3,4,7,"(0.25129,-76.875963)"
2022,Marzo,Francia,250,1752,2720,4473,"(4.697144,-74.140516)"
2013,Enero,Bolivia,68,38,34,72,"(0.814836,-77.662532)"
2019,Octubre,Turquía,792,0,5,5,"(3.541112,-76.384584)"
2013,Febrero,Estonia,233,0,1,1,"(3.541112,-76.384584)"
2018,Julio,República Dominicana,214,4,0,4,"(4.452882,-75.766298)"
2021,Abril,Panamá,591,134,141,275,"(10.445761,-75.516429)"
2012,Agosto,Bolivia,68,3,0,3,"(10.886611,-74.776708)"
2016,Noviembre,Costa Rica,188,25,55,80,"(3.541112,-76.384584)"
2023,Junio,Kenia,404,0,1,1,"(10.445761,-75.516429)"
2013,Marzo,República Dominicana,214,4,7,11,"(0.814836,-77.662532)"
2022,Noviembre,Cuba,192,1,0,1,"(0.25129,-76.875963)"
2015,Marzo,República Árabe de Yemen,887,1,3,4,"(4.697144,-74.140516)"
2015,Noviembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1,1,2,"(-4.223468,-69.945098)"
2022,Julio,Bolivia,68,1,1,2,"(12.586067,-81.702563)"
2023,Abril,Hungría,348,0,1,1,"(11.360009,-72.129330)"
2021,Abril,Cuba,192,4,15,19,"(10.445761,-75.516429)"
2013,Febrero,Chipre,196,0,5,5,"(4.697144,-74.140516)"
2022,Junio,Países Bajos,528,1,5,6,"(4.815061,-75.736532)"
2022,Septiembre,Nueva Zelanda,554,3,3,6,"(3.541112,-76.384584)"
2016,Junio,Guatemala,320,4,4,8,"(4.815061,-75.736532)"
2018,Agosto,Bolivia,68,144,121,267,"(10.445761,-75.516429)"
2022,Febrero,Brasil,76,1,0,1,"(7.916725,-72.462544)"
2019,Marzo,Venezuela,862,2,2,4,"(-4.197703,-69.941278)"
2018,Marzo,Paraguay,600,0,1,1,"(7.818934,-72.453226)"
2021,Agosto,Ecuador,218,0,50,50,"(10.408582,-75.538003)"
2021,Febrero,Costa Rica,188,207,272,479,"(4.697144,-74.140516)"
2017,Agosto,Honduras,340,4,2,6,"(0.814836,-77.662532)"
2015,Septiembre,Israel,376,0,1,1,"(7.818934,-72.453226)"
2021,Noviembre,Estonia,233,2,0,2,"(10.445761,-75.516429)"
2016,Marzo,Israel,376,1,21,22,"(-4.197703,-69.941278)"
2015,Noviembre,Argentina,32,9,25,34,"(7.818934,-72.453226)"
2015,Febrero,Portugal,620,1,3,4,"(11.360009,-72.129330)"
